LAE_INDEX,RA,DEC,ZWAVG,QUALITY,CLASSIFICATION,NARROWBAND_MAGNITUDE,NARROWBAND_BINS
472086,148.5810576526806,2.8029503058527165,2.4766,3.0,LAE,24.418749096006856,24.599999999999984
472174,149.36687881610794,2.801739242960677,2.45175,3.0,LAE,24.84211230090261,24.999999999999982
474600,148.79813601133847,2.7786612849070225,0.2753,3.0,CONTAM,24.158251019910892,24.199999999999985
476377,148.7650317095545,2.762859964584673,2.43,3.0,LAE,24.117543297050382,24.199999999999985
477469,149.05027467710087,2.752800508592444,2.4758,4.0,AGN,22.966665592386867,22.99999999999999
477995,148.5263244795063,2.7476165807608877,0.9543,1.0,UNDET,24.7702296097796,24.799999999999983
478658,148.8837366577843,2.7416590248776656,0.0,1.0,UNDET,25.110097272339296,25.19999999999998
479957,149.46695608573424,2.735602460584594,2.4254,4.0,LAE,25.111605137188747,25.19999999999998
481803,149.4452240145921,2.7149769575768317,2.4403,3.0,LAE,24.888695360118493,24.999999999999982
482571,149.58732964833598,2.7054843046709696,2.44165,3.0,LAE,24.46869745428193,24.599999999999984
483298,149.08316460644906,2.699916859100003,2.4176,3.0,LAE,25.110523123844835,25.19999999999998
483355,149.09159270844916,2.698227722325974,0.0,0.0,UNDET,24.759344772779524,24.799999999999983
484445,148.71462168760007,2.6884462492060837,2.4652,3.0,LAE,24.511488759184495,24.599999999999984
484503,149.0958136470769,2.6882394254279696,2.42495,3.5,LAE,23.866654952684744,23.999999999999986
485962,149.55509858524826,2.673499548401081,2.4575,3.0,LAE,24.205633239142898,24.399999999999984
485972,148.97617250238642,2.6747026910908027,2.4322,4.0,LAE,23.107759528836183,23.19999999999999
486321,149.22914956040367,2.6714469058711168,2.3935,4.0,AGN,23.93338680510291,23.999999999999986
